subject_id,swiss cheese score, parent CTX image, center latitude, center longitude
1320528,1.000,"P13_006005_0947_XN_85S015W",-86.32,355.10
1320615,1.000,"P13_006005_0947_XN_85S015W",-85.39,345.54
1320728,1.000,"P13_006005_0947_XN_85S015W",-86.34,359.96
1491818,1.000,"G14_023835_0906_XN_89S050W",-89.36,342.33
1491849,1.000,"G14_023835_0906_XN_89S050W",-89.14,300.68
1040008,1.000,"G14_023833_0926_XN_87S017W",-87.75,346.66
1040047,1.000,"G14_023833_0926_XN_87S017W",-87.38,342.37
1040089,1.000,"P13_006123_0953_XN_84S001W",-86.26,9.46
1040272,1.000,"P13_006123_0953_XN_84S001W",-85.75,5.97
1040357,1.000,"P13_006123_0953_XN_84S001W",-85.81,7.70
1040528,1.000,"P13_006123_0953_XN_84S001W",-85.86,10.72
1042104,1.000,"P13_006176_0935_XN_86S350W",-87.08,18.14
1042123,1.000,"P13_006176_0935_XN_86S350W",-86.32,3.00
1042145,1.000,"P13_006176_0935_XN_86S350W",-86.77,12.48
1043470,1.000,"D14_032682_0925_XN_87S066W",-87.86,300.29
1042173,1.000,"P13_006176_0935_XN_86S350W",-86.94,18.56
484026,1.000,"P13_005941_0947_XI_85S065W",-85.55,296.96
1042208,1.000,"P13_006176_0935_XN_86S350W",-86.85,18.29
484177,1.000,"P13_005941_0947_XI_85S065W",-84.74,291.76
1042284,1.000,"P13_006176_0935_XN_86S350W",-86.45,12.90
487245,1.000,"P13_006229_0951_XN_84S014W",-86.60,3.47
1043426,1.000,"D14_032682_0925_XN_87S066W",-87.93,294.22
487507,1.000,"P13_006229_0951_XN_84S014W",-86.41,4.81
1043446,1.000,"D14_032682_0925_XN_87S066W",-87.63,292.12
487597,1.000,"P13_006167_0931_XN_86S092W",-86.94,260.67
1043473,1.000,"D14_032682_0925_XN_87S066W",-87.71,297.63
487647,1.000,"P13_006167_0931_XN_86S092W",-86.81,263.68
1044309,1.000,"D14_032666_0916_XN_88S350W",-88.32,359.98
1039953,1.000,"G14_023794_0952_XN_84S061W",-85.23,299.07
1044473,1.000,"D14_032666_0916_XN_88S350W",-88.34,12.70
1319727,1.000,"G15_023927_0932_XI_86S057W",-87.07,304.40
1319750,1.000,"G15_023927_0932_XI_86S057W",-86.93,304.60
1319772,1.000,"G15_023927_0932_XI_86S057W",-86.82,305.75
1320411,1.000,"P13_006005_0947_XN_85S015W",-85.50,343.50
1320535,1.000,"P13_006005_0947_XN_85S015W",-86.00,350.80
1320662,1.000,"P13_006005_0947_XN_85S015W",-86.31,357.87
1320730,1.000,"P13_006005_0947_XN_85S015W",-86.26,358.55
1491827,1.000,"G14_023835_0906_XN_89S050W",-89.29,294.99
1491850,1.000,"G14_023835_0906_XN_89S050W",-89.12,297.14
1039964,1.000,"G14_023794_0952_XN_84S061W",-85.20,299.80
1040023,1.000,"G14_023833_0926_XN_87S017W",-87.56,342.73
1040050,1.000,"G14_023833_0926_XN_87S017W",-87.27,339.33
1040099,1.000,"P13_006123_0953_XN_84S001W",-85.78,4.05
1040273,1.000,"P13_006123_0953_XN_84S001W",-85.71,5.48
1040359,1.000,"P13_006123_0953_XN_84S001W",-85.71,6.68
1040781,1.000,"D14_032510_0963_XN_83S054W",-83.97,304.59
1042107,1.000,"P13_006176_0935_XN_86S350W",-86.98,15.27
1042131,1.000,"P13_006176_0935_XN_86S350W",-85.94,358.45
1042146,1.000,"P13_006176_0935_XN_86S350W",-86.74,11.66
483824,1.000,"P13_005941_0947_XI_85S065W",-85.58,294.01
1042176,1.000,"P13_006176_0935_XN_86S350W",-86.83,15.80
484037,1.000,"P13_005941_0947_XI_85S065W",-85.02,292.09
1042212,1.000,"P13_006176_0935_XN_86S350W",-86.71,14.76
487066,1.000,"P13_006229_0951_XN_84S014W",-86.89,6.11
1042299,1.000,"P13_006176_0935_XN_86S350W",-85.82,3.08
487272,1.000,"P13_006229_0951_XN_84S014W",-85.35,348.00
1043427,1.000,"D14_032682_0925_XN_87S066W",-87.88,293.39
487518,1.000,"P13_006229_0951_XN_84S014W",-85.95,357.52
1043453,1.000,"D14_032682_0925_XN_87S066W",-87.25,288.00
487602,1.000,"P13_006167_0931_XN_86S092W",-87.25,273.78
1043474,1.000,"D14_032682_0925_XN_87S066W",-87.66,296.81
487658,1.000,"P13_006167_0931_XN_86S092W",-86.94,270.07
1044313,1.000,"D14_032666_0916_XN_88S350W",-88.83,13.04
1039955,1.000,"G14_023794_0952_XN_84S061W",-85.12,298.46
1044479,1.000,"D14_032666_0916_XN_88S350W",-88.29,11.66
1319728,1.000,"G15_023927_0932_XI_86S057W",-87.04,303.37
1319752,1.000,"G15_023927_0932_XI_86S057W",-86.87,302.65
1319773,1.000,"G15_023927_0932_XI_86S057W",-86.79,304.79
1320414,1.000,"P13_006005_0947_XN_85S015W",-85.34,342.27
1320425,1.000,"P13_006005_0947_XN_85S015W",-84.76,338.38
1320536,1.000,"P13_006005_0947_XN_85S015W",-85.96,350.24
1320665,1.000,"P13_006005_0947_XN_85S015W",-86.18,355.86
1320731,1.000,"P13_006005_0947_XN_85S015W",-86.22,357.86
1491829,1.000,"G14_023835_0906_XN_89S050W",-89.28,340.41
1501104,1.000,"D14_032523_0954_XN_84S045W",-84.70,313.04
1039965,1.000,"G14_023794_0952_XN_84S061W",-85.15,299.49
1040024,1.000,"G14_023833_0926_XN_87S017W",-87.52,341.61
1040052,1.000,"G14_023833_0926_XN_87S017W",-87.53,350.04
1040164,1.000,"P13_006123_0953_XN_84S001W",-86.73,18.70
1040347,1.000,"P13_006123_0953_XN_84S001W",-86.26,13.59
1040433,1.000,"P13_006123_0953_XN_84S001W",-86.26,14.96
1040786,1.000,"D14_032510_0963_XN_83S054W",-83.70,303.43
1042109,1.000,"P13_006176_0935_XN_86S350W",-86.90,13.46
1042133,1.000,"P13_006176_0935_XN_86S350W",-87.18,24.02
1042148,1.000,"P13_006176_0935_XN_86S350W",-86.66,10.06
483861,1.000,"P13_005941_0947_XI_85S065W",-86.85,315.57
1042179,1.000,"P13_006176_0935_XN_86S350W",-86.72,13.21
484073,1.000,"P13_005941_0947_XI_85S065W",-86.41,310.70
1042216,1.000,"P13_006176_0935_XN_86S350W",-86.56,11.52
487067,1.000,"P13_006229_0951_XN_84S014W",-86.85,5.24
1042978,1.000,"G14_023728_0958_XI_84S057W",-84.22,301.58
487273,1.000,"P13_006229_0951_XN_84S014W",-85.30,347.59
1043428,1.000,"D14_032682_0925_XN_87S066W",-87.83,292.60
487519,1.000,"P13_006229_0951_XN_84S014W",-85.90,356.94
1043454,1.000,"D14_032682_0925_XN_87S066W",-87.19,287.51
487603,1.000,"P13_006167_0931_XN_86S092W",-87.23,272.63
1043492,1.000,"D14_032682_0925_XN_87S066W",-87.47,296.01
487660,1.000,"P13_006167_0931_XN_86S092W",-86.88,268.08
1044325,1.000,"D14_032666_0916_XN_88S350W",-88.68,9.02
1044490,1.000,"D14_032666_0916_XN_88S350W",-88.19,9.74
1319731,1.000,"G15_023927_0932_XI_86S057W",-86.95,300.41
1319754,1.000,"G15_023927_0932_XI_86S057W",-86.81,300.78
1319781,1.000,"G15_023927_0932_XI_86S057W",-86.81,308.23
1320456,1.000,"P13_006005_0947_XN_85S015W",-86.54,357.15
1320548,1.000,"P13_006005_0947_XN_85S015W",-85.37,344.44
1320681,1.000,"P13_006005_0947_XN_85S015W",-85.45,347.10
1320733,1.000,"P13_006005_0947_XN_85S015W",-86.14,356.53
1491839,1.000,"G14_023835_0906_XN_89S050W",-89.19,294.37
1501124,1.000,"D14_032523_0954_XN_84S045W",-84.74,314.92
1039966,1.000,"G14_023794_0952_XN_84S061W",-85.09,299.18
1040032,1.000,"G14_023833_0926_XN_87S017W",-87.58,345.98
1040063,1.000,"G14_023833_0926_XN_87S017W",-87.47,350.78
1040166,1.000,"P13_006123_0953_XN_84S001W",-86.65,17.11
1040349,1.000,"P13_006123_0953_XN_84S001W",-86.17,12.30
1040441,1.000,"P13_006123_0953_XN_84S001W",-85.90,10.03
1040805,1.000,"D14_032510_0963_XN_83S054W",-83.81,305.23
1042111,1.000,"P13_006176_0935_XN_86S350W",-86.82,11.74
1042134,1.000,"P13_006176_0935_XN_86S350W",-87.15,22.94
1042151,1.000,"P13_006176_0935_XN_86S350W",-86.53,7.81
483890,1.000,"P13_005941_0947_XI_85S065W",-85.63,295.63
1042181,1.000,"P13_006176_0935_XN_86S350W",-86.65,11.59
484074,1.000,"P13_005941_0947_XI_85S065W",-86.37,309.94
1042219,1.000,"P13_006176_0935_XN_86S350W",-86.44,9.28
487070,1.000,"P13_006229_0951_XN_84S014W",-86.73,2.77
1042995,1.000,"G14_023728_0958_XI_84S057W",-84.35,302.99
487330,1.000,"P13_006229_0951_XN_84S014W",-86.62,5.77
1043430,1.000,"D14_032682_0925_XN_87S066W",-87.72,291.14
487520,1.000,"P13_006229_0951_XN_84S014W",-85.86,356.37
1043456,1.000,"D14_032682_0925_XN_87S066W",-87.85,297.73
487610,1.000,"P13_006167_0931_XN_86S092W",-87.02,265.18
1043506,1.000,"D14_032682_0925_XN_87S066W",-87.48,298.14
487668,1.000,"P13_006167_0931_XN_86S092W",-86.62,260.88
1044377,1.000,"D14_032666_0916_XN_88S350W",-88.53,9.73
1044529,1.000,"D14_032666_0916_XN_88S350W",-88.30,14.87
1319733,1.000,"G15_023927_0932_XI_86S057W",-86.88,298.54
1319756,1.000,"G15_023927_0932_XI_86S057W",-86.74,298.98
1319788,1.000,"G15_023927_0932_XI_86S057W",-86.61,301.72
1320465,1.000,"P13_006005_0947_XN_85S015W",-86.14,351.23
1320558,1.000,"P13_006005_0947_XN_85S015W",-84.86,340.62
1320682,1.000,"P13_006005_0947_XN_85S015W",-85.40,346.64
1491799,1.000,"G14_023835_0906_XN_89S050W",-89.57,326.00
1491843,1.000,"G14_023835_0906_XN_89S050W",-89.22,325.80
1501125,1.000,"D14_032523_0954_XN_84S045W",-84.69,314.60
1039981,1.000,"G14_023794_0952_XN_84S061W",-84.84,298.70
1040037,1.000,"G14_023833_0926_XN_87S017W",-87.40,340.41
1040075,1.000,"P13_006123_0953_XN_84S001W",-86.86,19.63
1040186,1.000,"P13_006123_0953_XN_84S001W",-85.75,4.76
1040350,1.000,"P13_006123_0953_XN_84S001W",-86.13,11.68
1040444,1.000,"P13_006123_0953_XN_84S001W",-85.77,8.40
1040809,1.000,"D14_032510_0963_XN_83S054W",-83.59,304.29
1042118,1.000,"P13_006176_0935_XN_86S350W",-86.54,6.33
1042136,1.000,"P13_006176_0935_XN_86S350W",-87.09,20.85
1042157,1.000,"P13_006176_0935_XN_86S350W",-86.27,3.76
483951,1.000,"P13_005941_0947_XI_85S065W",-85.92,300.02
1042183,1.000,"P13_006176_0935_XN_86S350W",-86.57,10.03
484096,1.000,"P13_005941_0947_XI_85S065W",-85.42,296.63
1042253,1.000,"P13_006176_0935_XN_86S350W",-86.39,9.99
487080,1.000,"P13_006229_0951_XN_84S014W",-86.30,355.73
1043019,1.000,"G14_023728_0958_XI_84S057W",-84.27,303.30
487337,1.000,"P13_006229_0951_XN_84S014W",-86.34,0.56
1043436,1.000,"D14_032682_0925_XN_87S066W",-87.39,287.55
487584,1.000,"P13_006167_0931_XN_86S092W",-87.34,274.41
1043457,1.000,"D14_032682_0925_XN_87S066W",-87.80,296.86
487611,1.000,"P13_006167_0931_XN_86S092W",-86.99,264.20
1043507,1.000,"D14_032682_0925_XN_87S066W",-87.43,297.38
487673,1.000,"P13_006167_0931_XN_86S092W",-86.94,272.65
1044381,1.000,"D14_032666_0916_XN_88S350W",-88.48,8.68
1044543,1.000,"D14_032666_0916_XN_88S350W",-88.15,11.87
1319734,1.000,"G15_023927_0932_XI_86S057W",-86.84,297.64
1319759,1.000,"G15_023927_0932_XI_86S057W",-86.93,307.18
1320380,1.000,"P13_006005_0947_XN_85S015W",-86.90,2.87
1320478,1.000,"P13_006005_0947_XN_85S015W",-85.51,344.62
1320589,1.000,"P13_006005_0947_XN_85S015W",-86.56,0.85
1320722,1.000,"P13_006005_0947_XN_85S015W",-86.57,4.59
1491801,1.000,"G14_023835_0906_XN_89S050W",-89.55,310.39
1491844,1.000,"G14_023835_0906_XN_89S050W",-89.22,321.35
1501139,1.000,"D14_032523_0954_XN_84S045W",-84.50,314.26
1039983,1.000,"G14_023794_0952_XN_84S061W",-84.73,298.15
1040041,1.000,"G14_023833_0926_XN_87S017W",-87.59,349.26
1040076,1.000,"P13_006123_0953_XN_84S001W",-86.82,18.78
1040251,1.000,"P13_006123_0953_XN_84S001W",-86.68,19.44
1040352,1.000,"P13_006123_0953_XN_84S001W",-86.04,10.48
1040446,1.000,"P13_006123_0953_XN_84S001W",-85.67,7.37
1040821,1.000,"D14_032510_0963_XN_83S054W",-83.50,304.60
1042120,1.000,"P13_006176_0935_XN_86S350W",-86.45,4.95
1042137,1.000,"P13_006176_0935_XN_86S350W",-87.06,19.83
1042162,1.000,"P13_006176_0935_XN_86S350W",-86.04,0.80
483952,1.000,"P13_005941_0947_XI_85S065W",-85.88,299.46
1042185,1.000,"P13_006176_0935_XN_86S350W",-86.48,8.55
484098,1.000,"P13_005941_0947_XI_85S065W",-85.32,295.70
1042254,1.000,"P13_006176_0935_XN_86S350W",-86.35,9.27
487150,1.000,"P13_006229_0951_XN_84S014W",-86.95,9.55
1043024,1.000,"G14_023728_0958_XI_84S057W",-84.05,302.22
487343,1.000,"P13_006229_0951_XN_84S014W",-86.08,356.72
1043442,1.000,"D14_032682_0925_XN_87S066W",-87.84,295.16
487587,1.000,"P13_006167_0931_XN_86S092W",-87.26,270.90
1043464,1.000,"D14_032682_0925_XN_87S066W",-87.44,291.71
487618,1.000,"P13_006167_0931_XN_86S092W",-87.22,275.47
1043510,1.000,"D14_032682_0925_XN_87S066W",-87.28,295.29
487675,1.000,"P13_006167_0931_XN_86S092W",-86.88,270.62
1044433,1.000,"D14_032666_0916_XN_88S350W",-88.33,9.28
1070705,1.000,"D14_032790_0933_XN_86S110W",-86.84,251.53
1319735,1.000,"G15_023927_0932_XI_86S057W",-86.81,296.75
1319763,1.000,"G15_023927_0932_XI_86S057W",-86.81,303.26
1320383,1.000,"P13_006005_0947_XN_85S015W",-86.79,0.29
1320491,1.000,"P13_006005_0947_XN_85S015W",-84.84,339.65
1320594,1.000,"P13_006005_0947_XN_85S015W",-86.36,357.17
1320723,1.000,"P13_006005_0947_XN_85S015W",-86.53,3.78
1491809,1.000,"G14_023835_0906_XN_89S050W",-89.47,332.51
1491845,1.000,"G14_023835_0906_XN_89S050W",-89.21,316.95
1501140,1.000,"D14_032523_0954_XN_84S045W",-84.45,313.95
1039995,1.000,"G14_023794_0952_XN_84S061W",-84.65,298.54
1040042,1.000,"G14_023833_0926_XN_87S017W",-87.55,348.03
1040083,1.000,"P13_006123_0953_XN_84S001W",-86.53,13.39
1040255,1.000,"P13_006123_0953_XN_84S001W",-86.52,16.34
1040354,1.000,"P13_006123_0953_XN_84S001W",-85.95,9.33
1040447,1.000,"P13_006123_0953_XN_84S001W",-85.63,6.87
1040830,1.000,"D14_032510_0963_XN_83S054W",-83.59,305.60
1042121,1.000,"P13_006176_0935_XN_86S350W",-86.41,4.29
1042139,1.000,"P13_006176_0935_XN_86S350W",-86.99,17.87
483803,1.000,"P13_005941_0947_XI_85S065W",-86.53,306.51
1042166,1.000,"P13_006176_0935_XN_86S350W",-85.85,358.67
484021,1.000,"P13_005941_0947_XI_85S065W",-85.79,299.57
1042187,1.000,"P13_006176_0935_XN_86S350W",-86.40,7.14
484106,1.000,"P13_005941_0947_XI_85S065W",-84.93,292.31
1042273,1.000,"P13_006176_0935_XN_86S350W",-86.83,22.36
487185,1.000,"P13_006229_0951_XN_84S014W",-85.39,347.32
1043049,1.000,"G14_023728_0958_XI_84S057W",-83.96,302.52
487347,1.000,"P13_006229_0951_XN_84S014W",-85.90,354.43
1043444,1.000,"D14_032682_0925_XN_87S066W",-87.74,293.58
487589,1.000,"P13_006167_0931_XN_86S092W",-87.20,268.67
1043466,1.000,"D14_032682_0925_XN_87S066W",-87.33,290.53
487620,1.000,"P13_006167_0931_XN_86S092W",-87.17,273.19
1044277,1.000,"D14_032666_0916_XN_88S350W",-88.71,5.75
487677,1.000,"P13_006167_0931_XN_86S092W",-86.83,268.66
1044461,1.000,"D14_032666_0916_XN_88S350W",-88.50,16.12
1070706,1.000,"D14_032790_0933_XN_86S110W",-86.80,250.63
1319745,1.000,"G15_023927_0932_XI_86S057W",-86.79,298.32
1319769,1.000,"G15_023927_0932_XI_86S057W",-86.90,308.73
1320386,1.000,"P13_006005_0947_XN_85S015W",-86.67,357.90
1320526,1.000,"P13_006005_0947_XN_85S015W",-86.40,356.46
1320599,1.000,"P13_006005_0947_XN_85S015W",-86.14,353.89
1320725,1.000,"P13_006005_0947_XN_85S015W",-86.46,2.20
1491817,1.000,"G14_023835_0906_XN_89S050W",-89.33,286.74
1491847,1.000,"G14_023835_0906_XN_89S050W",-89.19,308.49
1040006,1.000,"G14_023794_0952_XN_84S061W",-84.62,299.19
1040046,1.000,"G14_023833_0926_XN_87S017W",-87.42,343.44
1040084,1.000,"P13_006123_0953_XN_84S001W",-86.49,12.70
1040268,1.000,"P13_006123_0953_XN_84S001W",-85.94,8.06
1040356,1.000,"P13_006123_0953_XN_84S001W",-85.86,8.23
1040526,1.000,"P13_006123_0953_XN_84S001W",-85.95,11.87
1042102,1.000,"P13_006176_0935_XN_86S350W",-87.14,20.17
1042122,1.000,"P13_006176_0935_XN_86S350W",-86.36,3.64
1042141,1.000,"P13_006176_0935_XN_86S350W",-86.92,15.99
1043448,1.000,"D14_032682_0925_XN_87S066W",-87.53,290.81
1042170,1.000,"P13_006176_0935_XN_86S350W",-87.03,21.50
484022,1.000,"P13_005941_0947_XI_85S065W",-85.74,299.03
1042200,1.000,"P13_006176_0935_XN_86S350W",-85.81,359.39
484157,1.000,"P13_005941_0947_XI_85S065W",-85.70,300.86
1042276,1.000,"P13_006176_0935_XN_86S350W",-86.74,19.57
487186,1.000,"P13_006229_0951_XN_84S014W",-85.34,346.91
1043425,1.000,"D14_032682_0925_XN_87S066W",-87.99,295.08
487420,1.000,"P13_006229_0951_XN_84S014W",-86.46,4.14
1043445,1.000,"D14_032682_0925_XN_87S066W",-87.69,292.84
487595,1.000,"P13_006167_0931_XN_86S092W",-87.01,262.54
1043469,1.000,"D14_032682_0925_XN_87S066W",-87.16,288.91
487628,1.000,"P13_006167_0931_XN_86S092W",-86.94,264.88
1044306,1.000,"D14_032666_0916_XN_88S350W",-88.37,0.64
488739,1.000,"G14_023807_0886_XN_88S313W",-88.61,40.44
1044470,1.000,"D14_032666_0916_XN_88S350W",-88.40,13.78
1070712,1.000,"D14_032790_0933_XN_86S110W",-86.75,251.31
1319747,1.000,"G15_023927_0932_XI_86S057W",-87.02,307.66
1319770,1.000,"G15_023927_0932_XI_86S057W",-86.87,307.72
1320400,1.000,"P13_006005_0947_XN_85S015W",-86.04,348.80
1320481,0.999,"P13_006005_0947_XN_85S015W",-85.36,343.35
483937,0.999,"P13_005941_0947_XI_85S065W",-86.51,309.41
483822,0.997,"P13_005941_0947_XI_85S065W",-85.67,294.96
483889,0.994,"P13_005941_0947_XI_85S065W",-85.68,296.13
484142,0.993,"P13_005941_0947_XI_85S065W",-86.32,310.56
484162,0.993,"P13_005941_0947_XI_85S065W",-85.47,298.24
483804,0.992,"P13_005941_0947_XI_85S065W",-86.49,305.77
1040793,0.992,"D14_032510_0963_XN_83S054W",-83.89,304.91
484069,0.991,"P13_005941_0947_XI_85S065W",-86.55,313.91
483869,0.991,"P13_005941_0947_XI_85S065W",-86.56,308.73
483868,0.991,"P13_005941_0947_XI_85S065W",-86.60,309.52
483883,0.991,"P13_005941_0947_XI_85S065W",-85.96,299.34
484165,0.991,"P13_005941_0947_XI_85S065W",-85.33,296.79
483876,0.990,"P13_005941_0947_XI_85S065W",-86.27,303.67
484030,0.990,"P13_005941_0947_XI_85S065W",-85.36,295.06
483956,0.990,"P13_005941_0947_XI_85S065W",-85.69,297.31
483940,0.989,"P13_005941_0947_XI_85S065W",-86.39,307.15
483969,0.989,"P13_005941_0947_XI_85S065W",-85.05,291.46
484094,0.988,"P13_005941_0947_XI_85S065W",-85.51,297.61
484155,0.987,"P13_005941_0947_XI_85S065W",-85.79,301.99
483888,0.986,"P13_005941_0947_XI_85S065W",-85.73,296.64
483934,0.986,"P13_005941_0947_XI_85S065W",-86.62,311.82
484032,0.986,"P13_005941_0947_XI_85S065W",-85.26,294.17
483957,0.985,"P13_005941_0947_XI_85S065W",-85.64,296.80
484132,0.985,"P13_005941_0947_XI_85S065W",-86.66,318.84
484009,0.984,"P13_005941_0947_XI_85S065W",-86.30,307.10
484068,0.984,"P13_005941_0947_XI_85S065W",-86.59,314.75
483815,0.984,"P13_005941_0947_XI_85S065W",-86.01,298.65
483805,0.984,"P13_005941_0947_XI_85S065W",-86.45,305.05
484020,0.984,"P13_005941_0947_XI_85S065W",-85.83,300.13
483800,0.984,"P13_005941_0947_XI_85S065W",-86.65,308.84
